mission,setno,station,scientific_name,common_name,abundance,biomass_g,comments
BOF2013001,2013.009,C,Stenotomus chrysops,scup,1,146,NA
BOF2013001,2013.009,C,Strongylocentrotus droebachiensis,green sea urchin,128,4146,NA
BOF2013001,2013.009,C,Urophycis chuss,red hake,133,10886,NA
BOF2013001,2013.009,C,Urophycis tenuis,white hake,5,1487,NA
BOF2013001,2013.009,C,Zoarces americanus,ocean pout,2,224,NA
BOF2013001,2013.01,C,Alosa pseudoharengus,alewife,119,14890,NA
BOF2013001,2013.01,C,Boltenia ovifera,stalked sea squirt,1,39,NA
BOF2013001,2013.01,C,Cancer irroratus,rock crab,5,193,NA
BOF2013001,2013.01,C,Ciona intestinalis,sea vase,8,85,NA
BOF2013001,2013.01,C,Clupea harengus,herring,3,120,NA
BOF2013001,2013.01,C,Ctenodiscus crispatus,mud star,2,13,NA
BOF2013001,2013.01,C,Homarus americanus,American lobster,55,40729,NA
BOF2013001,2013.01,C,Doryteuthis pealeii,longfin inshore squid,1,58,NA
BOF2013001,2013.01,C,Leucoraja erinacea,little skate,1,128,NA
BOF2013001,2013.01,C,Melanogrammus aeglefinus,haddock,19,424,NA
BOF2013001,2013.01,C,Merluccius bilinearis,silver hake,428,29640,NA
BOF2013001,2013.01,C,Myoxocephalus octodecemspinosus,longhorn sculpin,5,519,NA
BOF2013001,2013.01,C,Pandalus montagui,Montague shrimp,13,67,NA
BOF2013001,2013.01,C,Peprilus triacanthus,butterfish,31,1695,NA
BOF2013001,2013.01,C,Placopecten magellanicus,deep sea scallop,51,1171,NA
BOF2013001,2013.01,C,Pseudopleuronectes americanus,winter flounder,265,11266,NA
BOF2013001,2013.01,C,Scophthalmus aquosus,windowpane flounder,5,251,NA
BOF2013001,2013.01,C,Spisula solidissima,surf clam,10,136,NA
BOF2013001,2013.01,C,Suberites ficus,fig sponge,16,928,NA
BOF2013001,2013.01,C,Urophycis chuss,red hake,15,770,NA
BOF2013001,2013.011,B,Alosa pseudoharengus,alewife,2,168,NA
BOF2013001,2013.011,B,Asterias vulgaris,northern sea star,3,6,NA
BOF2013001,2013.011,B,Bathypolypus arcticus,deep sea octopus,1,66,NA
BOF2013001,2013.011,B,Cancer irroratus,rock crab,3,485,NA
BOF2013001,2013.011,B,Ctenodiscus crispatus,mud star,2,14,NA
BOF2013001,2013.011,B,Cucumaria frondosa,orange-footed sea cucumber,610,221738,NA
BOF2013001,2013.011,B,Enchelyopus cimbrius,fourbeard rockling,1,66,NA
BOF2013001,2013.011,B,Hemitripterus americanus,sea raven,1,730,NA
BOF2013001,2013.011,B,Homarus americanus,American lobster,252,94256,NA
BOF2013001,2013.011,B,Lepiodonotus squamatus,scale worm,1,2,NA
BOF2013001,2013.011,B,Leucoraja erinacea,little skate,3,828,NA
BOF2013001,2013.011,B,Leucoraja ocellata,winter skate,1,38,NA
BOF2013001,2013.011,B,Melanogrammus aeglefinus,haddock,2,66,NA
BOF2013001,2013.011,B,Merluccius bilinearis,silver hake,340,18696,NA
BOF2013001,2013.011,B,Myoxocephalus octodecemspinosus,longhorn sculpin,57,3565,NA
BOF2013001,2013.011,B,Pandalus borealis,northern shrimp,109,1505,NA
BOF2013001,2013.011,B,Pandalus montagui,Montague shrimp,752,3835,NA
BOF2013001,2013.011,B,Peprilus triacanthus,butterfish,4,212,NA
BOF2013001,2013.011,B,Placopecten magellanicus,deep sea scallop,64,305,NA
BOF2013001,2013.011,B,Pseudopleuronectes americanus,winter flounder,51,1892,NA
BOF2013001,2013.011,B,Scophthalmus aquosus,windowpane flounder,5,166,NA
BOF2013001,2013.011,B,Sclerocrangon boreas,sculptured shrimp,1,8,NA
BOF2013001,2013.011,B,Strongylocentrotus droebachiensis,green sea urchin,413,5838,NA
BOF2013001,2013.011,B,Ulvaria subbifurcata,radiated shanny,1,21,NA
BOF2013001,2013.011,B,Urophycis chuss,red hake,21,1584,NA
BOF2013001,2013.011,B,Urophycis tenuis,white hake,4,156,NA
BOF2013001,2013.012,D,Alosa pseudoharengus,alewife,3,145,NA
BOF2013001,2013.012,D,Alosa sapidissima,shad,1,181,NA
BOF2013001,2013.012,D,Chlamys islandica,Iceland scallop,1,2,NA
BOF2013001,2013.012,D,Ctenodiscus crispatus,mud star,1,7,NA
BOF2013001,2013.012,D,Hippoglossoides platessoides,American plaice,1,29,NA
BOF2013001,2013.012,D,Homarus americanus,American lobster,83,84175,NA
BOF2013001,2013.012,D,Doryteuthis pealeii,longfin inshore squid,2,67,NA
BOF2013001,2013.012,D,Melanogrammus aeglefinus,haddock,1,13,NA
BOF2013001,2013.012,D,Merluccius bilinearis,silver hake,140,11388,NA
BOF2013001,2013.012,D,Myoxocephalus octodecemspinosus,longhorn sculpin,3,1327,NA
BOF2013001,2013.012,D,Pandalus borealis,northern shrimp,1,12,NA
BOF2013001,2013.012,D,Pandalus montagui,Montague shrimp,1,7,NA
BOF2013001,2013.012,D,Peprilus triacanthus,butterfish,3,307,NA
BOF2013001,2013.012,D,Pseudopleuronectes americanus,winter flounder,119,23025,NA
BOF2013001,2013.012,D,Scomber scombrus,mackerel,6,900,NA
BOF2013001,2013.012,D,Urophycis chuss,red hake,1,36,NA
BOF2013001,2013.012,D,Urophycis tenuis,white hake,4,928,NA
BOF2013001,2013.013,D,Amblyraja radiata,thorny skate,2,1364,NA
BOF2013001,2013.013,D,Bathypolypus arcticus,deep sea octopus,1,18,NA
BOF2013001,2013.013,D,Astarte castanea,chestnut astarte,1,2,NA
BOF2013001,2013.013,D,Ctenodiscus crispatus,mud star,4,26,NA
BOF2013001,2013.013,D,Enchelyopus cimbrius,fourbeard rockling,2,138,NA
BOF2013001,2013.013,D,Hemitripterus americanus,sea raven,3,2312,NA
BOF2013001,2013.013,D,Homarus americanus,American lobster,8,3410,NA
BOF2013001,2013.013,D,Doryteuthis pealeii,longfin inshore squid,3,134,NA
BOF2013001,2013.013,D,Melanogrammus aeglefinus,haddock,1,38,NA
BOF2013001,2013.013,D,Melanogrammus aeglefinus,haddock,1,24,NA
BOF2013001,2013.013,D,Merluccius bilinearis,silver hake,1062,70137,NA
BOF2013001,2013.013,D,Myoxocephalus octodecemspinosus,longhorn sculpin,14,3363,NA
BOF2013001,2013.013,D,Pandalus borealis,northern shrimp,2,36,NA
BOF2013001,2013.013,D,Pandalus montagui,Montague shrimp,110,638,NA
BOF2013001,2013.013,D,Peprilus triacanthus,butterfish,1,129,NA
BOF2013001,2013.013,D,Placopecten magellanicus,deep sea scallop,4,14,NA
BOF2013001,2013.013,D,Pseudopleuronectes americanus,winter flounder,77,14697,NA
BOF2013001,2013.013,D,Rajella bathyphilus,deepwater ray,4,164,NA
BOF2013001,2013.013,D,Sebastes fasciatus,Acadian redfish,3,377,NA
BOF2013001,2013.013,D,Suberites ficus,fig sponge,1,70,NA
BOF2013001,2013.013,D,Triglops murrayi,moustache sculpin,1,2,NA
BOF2013001,2013.013,D,Urophycis chuss,red hake,61,5350,NA
BOF2013001,2013.013,D,Urophycis tenuis,white hake,10,2612,NA
BOF2013001,2013.014,C,Alosa pseudoharengus,alewife,3,309,NA
BOF2013001,2013.014,C,Alosa sapidissima,shad,1,150,NA
BOF2013001,2013.014,C,Cancer irroratus,rock crab,3,194,NA
BOF2013001,2013.014,C,Clupea harengus,herring,1,50,NA
BOF2013001,2013.014,C,Homarus americanus,American lobster,41,32282,NA
BOF2013001,2013.014,C,Doryteuthis pealeii,longfin inshore squid,2,145,NA
BOF2013001,2013.014,C,Melanogrammus aeglefinus,haddock,23,958,NA
BOF2013001,2013.014,C,Merluccius bilinearis,silver hake,156,10603,NA
BOF2013001,2013.014,C,Pandalus montagui,Montague shrimp,1,4,NA
BOF2013001,2013.014,C,Peprilus triacanthus,butterfish,20,1512,NA
BOF2013001,2013.014,C,Placopecten magellanicus,deep sea scallop,29,1056,NA
BOF2013001,2013.014,C,Pseudopleuronectes americanus,winter flounder,450,18922,NA
BOF2013001,2013.014,C,Scophthalmus aquosus,windowpane flounder,1,42,NA
BOF2013001,2013.014,C,Spisula solidissima,surf clam,4,99,NA
BOF2013001,2013.014,C,Strongylocentrotus droebachiensis,green sea urchin,3,16,NA
BOF2013001,2013.014,C,Suberites ficus,fig sponge,8,500,NA
BOF2013001,2013.014,C,Urophycis chuss,red hake,2,181,NA
BOF2013001,2013.014,C,Urophycis tenuis,white hake,23,1305,NA
BOF2013001,2013.015,C,Alosa pseudoharengus,alewife,9,574,NA
BOF2013001,2013.015,C,Cancer irroratus,rock crab,1,72,NA
BOF2013001,2013.015,C,Clupea harengus,herring,6,316,NA
BOF2013001,2013.015,C,Crangon septemspinosa,sand shrimp,1,4,NA
BOF2013001,2013.015,C,Homarus americanus,American lobster,127,112546,NA
BOF2013001,2013.015,C,Doryteuthis pealeii,longfin inshore squid,14,1074,NA
BOF2013001,2013.015,C,Melanogrammus aeglefinus,haddock,6,178,NA
BOF2013001,2013.015,C,Merluccius bilinearis,silver hake,226,9602,NA
BOF2013001,2013.015,C,Myoxocephalus octodecemspinosus,longhorn sculpin,2,540,NA
BOF2013001,2013.015,C,Pandalus borealis,northern shrimp,1,16,NA
BOF2013001,2013.015,C,Pandalus montagui,Montague shrimp,2,2,NA
BOF2013001,2013.015,C,Peprilus triacanthus,butterfish,45,3367,NA
BOF2013001,2013.015,C,Placopecten magellanicus,deep sea scallop,50,798,NA
BOF2013001,2013.015,C,Pseudopleuronectes americanus,winter flounder,230,12223,NA
BOF2013001,2013.015,C,Scophthalmus aquosus,windowpane flounder,12,664,NA
BOF2013001,2013.015,C,Spisula solidissima,surf clam,5,74,NA
BOF2013001,2013.015,C,Suberites ficus,fig sponge,12,740,NA
BOF2013001,2013.015,C,Urophycis chuss,red hake,5,366,NA
BOF2013001,2013.015,C,Urophycis tenuis,white hake,18,956,NA
BOF2013001,2013.015,C,Zoarces americanus,ocean pout,1,58,NA
BOF2013001,2013.016,D,Amblyraja radiata,thorny skate,1,332,NA
BOF2013001,2013.016,D,Aphrodita aculeata,sea mouse,1,12,NA
BOF2013001,2013.016,D,Aspidophoroides monopterygius,Atlantic alligatorfish,2,6,NA
BOF2013001,2013.016,D,Ciona intestinalis,sea vase,1,2,NA
BOF2013001,2013.016,D,Cucumaria frondosa,orange-footed sea cucumber,1,5,NA
BOF2013001,2013.016,D,Enchelyopus cimbrius,fourbeard rockling,9,589,NA
BOF2013001,2013.016,D,Hemitripterus americanus,sea raven,2,1494,NA
BOF2013001,2013.016,D,Homarus americanus,American lobster,203,146143,NA
BOF2013001,2013.016,D,Hyas araneus,Atlantic lyre crab,2,28,NA
BOF2013001,2013.016,D,Doryteuthis pealeii,longfin inshore squid,1,77,NA
BOF2013001,2013.016,D,Lepiodonotus squamatus,scale worm,2,30,NA
BOF2013001,2013.016,D,Melanogrammus aeglefinus,haddock,2,104,NA
BOF2013001,2013.016,D,Merluccius bilinearis,silver hake,1365,106505,NA
BOF2013001,2013.016,D,Myoxocephalus octodecemspinosus,longhorn sculpin,21,3913,NA
BOF2013001,2013.016,D,Pandalus borealis,northern shrimp,1,8,NA
BOF2013001,2013.016,D,Pandalus montagui,Montague shrimp,239,1340,NA
BOF2013001,2013.016,D,Placopecten magellanicus,deep sea scallop,274,896,NA
BOF2013001,2013.016,D,Pseudopleuronectes americanus,winter flounder,127,19124,NA
BOF2013001,2013.016,D,Rajella bathyphilus,deepwater ray,2,391,NA
BOF2013001,2013.016,D,Sebastes fasciatus,Acadian redfish,4,207,NA
BOF2013001,2013.016,D,Solamen glandula,fragile crenella,1,2,NA
BOF2013001,2013.016,D,Spisula solidissima,surf clam,3,32,NA
BOF2013001,2013.016,D,Suberites ficus,fig sponge,1,740,NA
BOF2013001,2013.016,D,Urophycis chuss,red hake,81,9388,NA
BOF2013001,2013.016,D,Urophycis tenuis,white hake,36,5819,NA
BOF2013001,2013.017,D,Alosa pseudoharengus,alewife,160,8471,NA
BOF2013001,2013.017,D,Boltenia ovifera,stalked sea squirt,1,30,NA
BOF2013001,2013.017,D,Cancer irroratus,rock crab,2,420,NA
BOF2013001,2013.017,D,Clupea harengus,herring,3,34,NA
BOF2013001,2013.017,D,Ctenodiscus crispatus,mud star,9,44,NA
BOF2013001,2013.017,D,Enchelyopus cimbrius,fourbeard rockling,1,116,NA
BOF2013001,2013.017,D,Hippoglossoides platessoides,American plaice,20,612,NA
BOF2013001,2013.017,D,Homarus americanus,American lobster,250,232496,NA
BOF2013001,2013.017,D,Melanogrammus aeglefinus,haddock,4,222,NA
BOF2013001,2013.017,D,Merluccius bilinearis,silver hake,639,63274,NA
BOF2013001,2013.017,D,Myoxocephalus octodecemspinosus,longhorn sculpin,1,276,NA
BOF2013001,2013.017,D,Pandalus borealis,northern shrimp,3,24,NA
BOF2013001,2013.017,D,Pandalus montagui,Montague shrimp,27,116,NA
BOF2013001,2013.017,D,Peprilus triacanthus,butterfish,18,1152,NA
BOF2013001,2013.017,D,Placopecten magellanicus,deep sea scallop,36,266,NA
BOF2013001,2013.017,D,Pseudopleuronectes americanus,winter flounder,193,31762,NA
BOF2013001,2013.017,D,Scophthalmus aquosus,windowpane flounder,2,158,NA
BOF2013001,2013.017,D,Urophycis chuss,red hake,6,482,NA
BOF2013001,2013.017,D,Urophycis tenuis,white hake,62,5124,NA
BOF2013001,2013.018,C,Alosa pseudoharengus,alewife,21,1053,NA
BOF2013001,2013.018,C,Cancer irroratus,rock crab,3,149,NA
BOF2013001,2013.018,C,Halichondria sp.,Halichondria sp.,1,2,NA
BOF2013001,2013.018,C,Hippoglossoides platessoides,American plaice,2,60,NA
BOF2013001,2013.018,C,Homarus americanus,American lobster,51,56939,NA
BOF2013001,2013.018,C,Hyas araneus,Atlantic lyre crab,1,28,NA
BOF2013001,2013.018,C,Doryteuthis pealeii,longfin inshore squid,2,156,NA
BOF2013001,2013.018,C,Leucoraja erinacea,little skate,1,24,NA
BOF2013001,2013.018,C,Leucoraja ocellata,winter skate,1,152,NA
BOF2013001,2013.018,C,Lycodes lavalaei,Laval's eelpout,1,63,NA
BOF2013001,2013.018,C,Melanogrammus aeglefinus,haddock,17,860,NA
BOF2013001,2013.018,C,Merluccius bilinearis,silver hake,372,21994,NA
BOF2013001,2013.018,C,Myoxocephalus octodecemspinosus,longhorn sculpin,2,112,NA
BOF2013001,2013.018,C,Pandalus montagui,Montague shrimp,12,34,NA
BOF2013001,2013.018,C,Peprilus triacanthus,butterfish,3,262,NA
BOF2013001,2013.018,C,Placopecten magellanicus,deep sea scallop,23,217,NA
BOF2013001,2013.018,C,Pseudopleuronectes americanus,winter flounder,353,18687,NA
BOF2013001,2013.018,C,Scomber scombrus,mackerel,2,416,NA
BOF2013001,2013.018,C,Scophthalmus aquosus,windowpane flounder,7,304,NA
BOF2013001,2013.018,C,Spisula solidissima,surf clam,6,111,NA
BOF2013001,2013.018,C,Strongylocentrotus droebachiensis,green sea urchin,13,541,NA
BOF2013001,2013.018,C,Filograna sp.,Filograna sp.,1,5,NA
BOF2013001,2013.018,C,Urophycis chuss,red hake,33,2542,NA
BOF2013001,2013.018,C,Urophycis tenuis,white hake,2,204,NA
BOF2013001,2013.019,B,Alosa pseudoharengus,alewife,1085,48879,NA
BOF2013001,2013.019,B,Clupea harengus,herring,108,4192,NA
BOF2013001,2013.019,B,Ctenodiscus crispatus,mud star,1,4,NA
BOF2013001,2013.019,B,Cuaudina arenata,rat-tailed sea cucumber,1,56,NA
BOF2013001,2013.019,B,Homarus americanus,American lobster,209,169914,NA
BOF2013001,2013.019,B,Doryteuthis pealeii,longfin inshore squid,1,58,NA
BOF2013001,2013.019,B,Mercenaria mercenaria,quahog,17,398,NA
BOF2013001,2013.019,B,Merluccius bilinearis,silver hake,129,8662,NA
BOF2013001,2013.019,B,Myoxocephalus octodecemspinosus,longhorn sculpin,1,81,NA
BOF2013001,2013.019,B,Pandalus montagui,Montague shrimp,5,24,NA
BOF2013001,2013.019,B,Peprilus triacanthus,butterfish,33,1724,NA
BOF2013001,2013.019,B,Placopecten magellanicus,deep sea scallop,3,10,NA
BOF2013001,2013.019,B,Pseudopleuronectes americanus,winter flounder,135,5524,NA
BOF2013001,2013.019,B,Scophthalmus aquosus,windowpane flounder,7,273,NA
BOF2013001,2013.019,B,Strongylocentrotus droebachiensis,green sea urchin,1,6,NA
BOF2013001,2013.019,B,Suberites ficus,fig sponge,1,324,NA
BOF2013001,2013.019,B,Urophycis chuss,red hake,9,778,NA
BOF2013001,2013.019,B,Urophycis tenuis,white hake,5,444,NA
BOF2014001,2014.001,B,Merluccius bilinearis,silver hake,35,955,NA
BOF2014001,2014.001,B,Zoarces americanus,ocean pout,4,1040,NA
BOF2014001,2014.001,B,Triglops murrayi,moustache sculpin,2,43,NA
BOF2014001,2014.001,B,Doryteuthis pealeii,longfin inshore squid,134,4375,NA
BOF2014001,2014.001,B,Pandalus montagui,Montague shrimp,1758,8440,NA
BOF2014001,2014.001,B,Homarus americanus,American lobster,210,75837,NA
BOF2014001,2014.001,B,Alosa pseudoharengus,alewife,5,868,NA
BOF2014001,2014.001,B,Gadus morhua,Atlantic cod,1,150,NA
BOF2014001,2014.001,B,Aspidophoroides monopterygius,Atlantic alligatorfish,2,10,NA
BOF2014001,2014.001,B,Hippoglossoides platessoides,American plaice,2,19,NA
BOF2014001,2014.001,B,Scophthalmus aquosus,windowpane flounder,2,80,NA
BOF2014001,2014.001,B,Osmerus mordax,smelt,1,21,NA
BOF2014001,2014.001,B,Melanogrammus aeglefinus,haddock,1,6,NA
BOF2014001,2014.001,B,Urophycis chuss,red hake,5,168,NA
BOF2014001,2014.001,B,Pandalus borealis,northern shrimp,5,74,NA
BOF2014001,2014.001,B,Placopecten magellanicus,deep sea scallop,4,22,NA
BOF2014001,2014.001,B,Aurelia aurita,moon jelly,17,774,NA
BOF2014001,2014.001,B,Strongylocentrotus droebachiensis,green sea urchin,166,3118,NA
BOF2014001,2014.002,D,Homarus americanus,American lobster,28,21544,NA
BOF2014001,2014.002,D,Cancer irroratus,rock crab,32,4493,NA
BOF2014001,2014.002,D,Placopecten magellanicus,deep sea scallop,64,1111,NA
BOF2014001,2014.002,D,Ophiopholis aculeata,daisy brittle star,812000,406000,NA
BOF2014001,2014.002,D,Ctenodiscus crispatus,mud star,5829,48090,NA
BOF2014001,2014.002,D,Merluccius bilinearis,silver hake,57,1813,NA
BOF2014001,2014.002,D,Pseudopleuronectes americanus,winter flounder,135,22524,NA
BOF2014001,2014.002,D,Hippoglossoides platessoides,American plaice,64,4036,NA
BOF2014001,2014.002,D,Leucoraja ocellata,winter skate,1,694,NA
BOF2014001,2014.002,D,Myoxocephalus octodecemspinosus,longhorn sculpin,6,954,NA
BOF2014001,2014.002,D,Scophthalmus aquosus,windowpane flounder,5,383,NA
BOF2014001,2014.002,D,Zoarces americanus,ocean pout,1,205,NA
BOF2014001,2014.002,D,Peprilus triacanthus,butterfish,2,77,NA
BOF2014001,2014.002,D,Glyptocephalus cynoglossus,witch flounder,2,15,NA
BOF2014001,2014.002,D,Asterias vulgaris,northern sea star,1,26,NA
BOF2014001,2014.002,D,Semirossia tenera,lesser bobtail squid,1,9,NA
BOF2014001,2014.002,D,Lophius americanus,monkfish,1,45,NA
BOF2014001,2014.002,D,Aphrodita aculeata,sea mouse,2,14,NA
BOF2014001,2014.002,D,Cucumaria frondosa,orange-footed sea cucumber,1,15,NA
BOF2014001,2014.002,D,Spisula solidissima,surf clam,3,12,NA
BOF2014001,2014.003,D,Homarus americanus,American lobster,146,116082,NA
BOF2014001,2014.003,D,Cancer irroratus,rock crab,2,420,NA
BOF2014001,2014.003,D,Clupea harengus,herring,12,724,NA
BOF2014001,2014.003,D,Aspidophoroides monopterygius,Atlantic alligatorfish,3,8,NA
BOF2014001,2014.003,D,Aurelia aurita,moon jelly,3,144,NA
BOF2014001,2014.003,D,Astarte castanea,chestnut astarte,1,18,NA
BOF2014001,2014.003,D,Osmerus mordax,smelt,1,22,NA
BOF2014001,2014.003,D,Sebastes fasciatus,Acadian redfish,1,2,NA
BOF2014001,2014.003,D,Peprilus triacanthus,butterfish,3,233,NA
BOF2014001,2014.003,D,Urophycis chuss,red hake,6,234,NA
BOF2014001,2014.003,D,Gadus morhua,Atlantic cod,1,1319,NA
BOF2014001,2014.003,D,Hemitripterus americanus,sea raven,3,3203,NA
BOF2014001,2014.003,D,Cryptacanthodes maculatus,wrymouth,1,183,NA
BOF2014001,2014.003,D,Myoxocephalus octodecemspinosus,longhorn sculpin,22,2577,NA
BOF2014001,2014.003,D,Doryteuthis pealeii,longfin inshore squid,15,680,NA
BOF2014001,2014.003,D,Pandalus montagui,Montague shrimp,3315,13729,NA
BOF2014001,2014.003,D,Pseudopleuronectes americanus,winter flounder,9,5959,NA
BOF2014001,2014.003,D,Merluccius bilinearis,silver hake,55,2083,NA
BOF2014001,2014.003,D,Enchelyopus cimbrius,fourbeard rockling,22,1032,NA
BOF2014001,2014.003,D,Melanogrammus aeglefinus,haddock,3,303,NA
BOF2014001,2014.003,D,Halichondria sp.,Halichondria sp.,1,28,NA
BOF2014001,2014.004,C,Melanogrammus aeglefinus,haddock,203,31279,NA
BOF2014001,2014.004,C,Pseudopleuronectes americanus,winter flounder,59,3573,NA
BOF2014001,2014.004,C,Amblyraja radiata,thorny skate,1,254,NA
BOF2014001,2014.004,C,Leucoraja erinacea,little skate,5,2033,NA
BOF2014001,2014.004,C,Urophycis chuss,red hake,85,4451,NA
BOF2014001,2014.004,C,Pandalus borealis,northern shrimp,1,8,NA
BOF2014001,2014.004,C,Pandalus montagui,Montague shrimp,27,87,NA
BOF2014001,2014.004,C,Homarus americanus,American lobster,5,8263,NA
BOF2014001,2014.004,C,Cancer irroratus,rock crab,2,436,NA
BOF2014001,2014.004,C,Strongylocentrotus droebachiensis,green sea urchin,26,584,NA
BOF2014001,2014.004,C,Placopecten magellanicus,deep sea scallop,4,38,NA
BOF2014001,2014.004,C,Hemitripterus americanus,sea raven,1,760,NA
BOF2014001,2014.004,C,Aurelia aurita,moon jelly,45,2938,NA
BOF2014001,2014.004,C,Cucumaria frondosa,orange-footed sea cucumber,1,47,NA
BOF2014001,2014.004,C,Myoxocephalus octodecemspinosus,longhorn sculpin,18,1213,NA
BOF2014001,2014.004,C,Merluccius bilinearis,silver hake,10,334,NA
BOF2014001,2014.004,C,Scophthalmus aquosus,windowpane flounder,2,117,NA
BOF2014001,2014.004,C,Styela montereyensis,stalked tunicate,4,61,NA
BOF2014001,2014.005,D,Pandalus montagui,Montague shrimp,324,2718,NA
BOF2014001,2014.005,D,Pseudopleuronectes americanus,winter flounder,58,9676,NA
BOF2014001,2014.005,D,Clupea harengus,herring,36,1369,NA
BOF2014001,2014.005,D,Alosa pseudoharengus,alewife,41,3510,NA
BOF2014001,2014.005,D,Placopecten magellanicus,deep sea scallop,7,122,NA
BOF2014001,2014.005,D,Homarus americanus,American lobster,16,17536,NA
BOF2014001,2014.005,D,Cancer irroratus,rock crab,8,762,NA
BOF2014001,2014.005,D,Glyptocephalus cynoglossus,witch flounder,2,18,NA
BOF2014001,2014.005,D,Peprilus triacanthus,butterfish,3,124,NA
BOF2014001,2014.005,D,Doryteuthis pealeii,longfin inshore squid,2,28,NA
BOF2014001,2014.005,D,Hippoglossoides platessoides,American plaice,11,128,NA
BOF2014001,2014.005,D,Myoxocephalus octodecemspinosus,longhorn sculpin,1,452,NA
BOF2014001,2014.005,D,Ctenodiscus crispatus,mud star,16,100,NA
BOF2014001,2014.005,D,Aurelia aurita,moon jelly,3,256,NA
BOF2014001,2014.006,D,Hippoglossus hippoglossus,Atlantic halibut,1,2779,NA
BOF2014001,2014.006,D,Homarus americanus,American lobster,44,15978,NA
BOF2014001,2014.006,D,Cancer irroratus,rock crab,4,290,NA
BOF2014001,2014.006,D,Pseudopleuronectes americanus,winter flounder,7,694,NA
BOF2014001,2014.006,D,Alosa pseudoharengus,alewife,1,177,NA
BOF2014001,2014.006,D,Peprilus triacanthus,butterfish,1,58,NA
BOF2014001,2014.006,D,Hippoglossoides platessoides,American plaice,5,24,NA
BOF2014001,2014.006,D,Doryteuthis pealeii,longfin inshore squid,5,119,NA
BOF2014001,2014.006,D,Aurelia aurita,moon jelly,2,221,NA
BOF2014001,2014.006,D,Merluccius bilinearis,silver hake,186,6106,NA
BOF2014001,2014.006,D,Pandalus montagui,Montague shrimp,1115,992,NA
BOF2014001,2014.006,D,Melanogrammus aeglefinus,haddock,115,12109,NA
BOF2014001,2014.006,D,Clupea harengus,herring,378,32995,NA
BOF2014001,2014.007,A,Cyclopterus lumpus,lumpfish,1,219,NA
BOF2014001,2014.007,A,Hippoglossus hippoglossus,Atlantic halibut,1,185,NA
BOF2014001,2014.007,A,Aurelia aurita,moon jelly,79,11985,NA
BOF2014001,2014.007,A,Alosa pseudoharengus,alewife,40,1537,NA
BOF2014001,2014.007,A,Merluccius bilinearis,silver hake,19,798,NA
BOF2014001,2014.007,A,Pseudopleuronectes americanus,winter flounder,34,1134,NA
BOF2014001,2014.007,A,Clupea harengus,herring,2,44,NA
BOF2014001,2014.007,A,Myoxocephalus octodecemspinosus,longhorn sculpin,2,172,NA
BOF2014001,2014.007,A,Hemitripterus americanus,sea raven,1,108,NA
BOF2014001,2014.007,A,Doryteuthis pealeii,longfin inshore squid,2,108,NA
BOF2014001,2014.007,A,Melanogrammus aeglefinus,haddock,1,4,NA
BOF2014001,2014.007,A,Homarus americanus,American lobster,34,15674,NA
BOF2014001,2014.007,A,Cancer irroratus,rock crab,3,576,NA
BOF2014001,2014.007,A,Placopecten magellanicus,deep sea scallop,6,135,NA
BOF2014001,2014.007,A,Strongylocentrotus droebachiensis,green sea urchin,18,672,NA
BOF2014001,2014.007,A,Cucumaria frondosa,orange-footed sea cucumber,5,873,NA
BOF2014001,2014.007,A,Pandalus montagui,Montague shrimp,5,14,NA
BOF2014001,2014.007,A,Sclerocrangon boreas,sculptured shrimp,4,25,NA
BOF2014001,2014.008,C,Pseudopleuronectes americanus,winter flounder,53,2953,NA
BOF2014001,2014.008,C,Urophycis chuss,red hake,24,1417,NA
BOF2014001,2014.008,C,Merluccius bilinearis,silver hake,49,3103,NA
BOF2014001,2014.008,C,Alosa pseudoharengus,alewife,7,548,NA
BOF2014001,2014.008,C,Aurelia aurita,moon jelly,55,3862,NA
BOF2014001,2014.008,C,Homarus americanus,American lobster,28,23506,NA
BOF2014001,2014.008,C,Cancer irroratus,rock crab,9,1386,NA
BOF2014001,2014.008,C,Placopecten magellanicus,deep sea scallop,19,887,NA
BOF2014001,2014.008,C,Spisula solidissima,surf clam,21,223,NA
BOF2014001,2014.008,C,Clinocardium ciliatum,Iceland cockle,10,77,NA
BOF2014001,2014.008,C,Clupea harengus,herring,1,34,NA
BOF2014001,2014.008,C,Hippoglossoides platessoides,American plaice,3,39,NA
BOF2014001,2014.008,C,Scophthalmus aquosus,windowpane flounder,2,219,NA
BOF2014001,2014.008,C,Myoxocephalus octodecemspinosus,longhorn sculpin,1,36,NA
BOF2014001,2014.008,C,Pandalus montagui,Montague shrimp,6,22,NA
BOF2014001,2014.009,D,Homarus americanus,American lobster,267,159797,NA
BOF2014001,2014.009,D,Myoxocephalus octodecemspinosus,longhorn sculpin,35,3143,NA
BOF2014001,2014.009,D,Cancer irroratus,rock crab,9,967,NA
BOF2014001,2014.009,D,Osmerus mordax,smelt,16,448,NA
BOF2014001,2014.009,D,Melanogrammus aeglefinus,haddock,6,26,NA
BOF2014001,2014.009,D,Clupea harengus,herring,5,101,NA
BOF2014001,2014.009,D,Doryteuthis pealeii,longfin inshore squid,6,175,NA
BOF2014001,2014.009,D,Placopecten magellanicus,deep sea scallop,3,160,NA
BOF2014001,2014.009,D,Spisula solidissima,surf clam,30,533,NA
