"MISSION","SETNO","SPECIES_CODE","SCIENTIFIC_NAME","COMMON_NAME","NUMBER_CAUGHT","BIOMASS","COMMENTS"
"BOF2013001",10,13,"Urophycis chuss","red hake",15,770,""
"BOF2013001",11,62,"Alosa pseudoharengus","alewife",2,168,""
"BOF2013001",11,,"Asterias vulgaris","northern sea star",3,6,""
"BOF2013001",11,4524,"Bathypolypus arcticus","deep sea octopus",1,66,""
"BOF2013001",11,2513,"Cancer irroratus","rock crab",3,485,""
"BOF2013001",11,6115,"Ctenodiscus crispatus","mud star",2,14,""
"BOF2013001",11,6611,"Cucumaria frondosa","orange-footed sea cucumber",610,221738,""
"BOF2013001",11,114,"Enchelyopus cimbrius","fourbeard rockling",1,66,""
"BOF2013001",11,320,"Hemitripterus americanus","sea raven",1,730,""
"BOF2013001",11,2550,"Homarus americanus","American lobster",252,94256,""
"BOF2013001",11,,"Lepiodonotus squamatus","scale worm",1,2,""
"BOF2013001",11,203,"Leucoraja erinacea","little skate",3,828,""
"BOF2013001",11,204,"Leucoraja ocellata","winter skate",1,38,""
"BOF2013001",11,11,"Melanogrammus aeglefinus","haddock",2,66,""
"BOF2013001",11,14,"Merluccius bilinearis","silver hake",340,18696,""
"BOF2013001",11,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",57,3565,""
"BOF2013001",11,2211,"Pandalus borealis","northern shrimp",109,1505,""
"BOF2013001",11,2212,"Pandalus montagui","Montague shrimp",752,3835,""
"BOF2013001",11,701,"Peprilus triacanthus","butterfish ",4,212,""
"BOF2013001",11,4321,"Placopecten magellanicus","deep sea scallop",64,305,""
"BOF2013001",11,43,"Pseudopleuronectes americanus","winter flounder",51,1892,""
"BOF2013001",11,143,"Scophthalmus aquosus","windowpane flounder",5,166,""
"BOF2013001",11,2414,"Sclerocrangon boreas","sculptured shrimp",1,8,""
"BOF2013001",11,6411,"Strongylocentrotus droebachiensis","green sea urchin",413,5838,""
"BOF2013001",11,625,"Ulvaria subbifurcata","radiated shanny",1,21,""
"BOF2013001",11,13,"Urophycis chuss","red hake",21,1584,""
"BOF2013001",11,12,"Urophycis tenuis","white hake",4,156,""
"BOF2013001",12,62,"Alosa pseudoharengus","alewife",3,145,""
"BOF2013001",12,61,"Alosa sapidissima","shad",1,181,""
"BOF2013001",12,4322,"Chlamys islandica","Iceland scallop",1,2,""
"BOF2013001",12,6115,"Ctenodiscus crispatus","mud star",1,7,""
"BOF2013001",12,40,"Hippoglossoides platessoides","American plaice",1,29,""
"BOF2013001",12,2550,"Homarus americanus","American lobster",83,84175,""
"BOF2013001",12,,"Doryteuthis pealeii","longfin inshore squid",2,67,""
"BOF2013001",12,11,"Melanogrammus aeglefinus","haddock",1,13,""
"BOF2013001",12,14,"Merluccius bilinearis","silver hake",140,11388,""
"BOF2013001",12,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",3,1327,""
"BOF2013001",12,2211,"Pandalus borealis","northern shrimp",1,12,""
"BOF2013001",12,2212,"Pandalus montagui","Montague shrimp",1,7,""
"BOF2013001",12,701,"Peprilus triacanthus","butterfish ",3,307,""
"BOF2013001",12,43,"Pseudopleuronectes americanus","winter flounder",119,23025,""
"BOF2013001",12,70,"Scomber scombrus","mackerel",6,900,""
"BOF2013001",12,13,"Urophycis chuss","red hake",1,36,""
"BOF2013001",12,12,"Urophycis tenuis","white hake",4,928,""
"BOF2013001",13,201,"Amblyraja radiata","thorny skate",2,1364,""
"BOF2013001",13,4524,"Bathypolypus arcticus","deep sea octopus",1,18,""
"BOF2013001",13,,"clam sp","clam sp",1,2,""
"BOF2013001",13,6115,"Ctenodiscus crispatus","mud star",4,26,""
"BOF2013001",13,114,"Enchelyopus cimbrius","fourbeard rockling",2,138,""
"BOF2013001",13,320,"Hemitripterus americanus","sea raven",3,2312,""
"BOF2013001",13,2550,"Homarus americanus","American lobster",6,3001,""
"BOF2013001",13,,"Doryteuthis pealeii","longfin inshore squid",3,134,""
"BOF2014001",1,6611,"Cucumaria frondosa","orange-footed sea cucumber",431,102540,""
"BOF2014001",1,43,"Pseudopleuronectes americanus","winter flounder",124,8315,""
"BOF2014001",1,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",112,6030,""
"BOF2014001",1,320,"Hemitripterus americanus","sea raven",2,2615,""
"BOF2014001",1,203,"Leucoraja erinacea","little skate",3,2151,""
"BOF2014001",1,14,"Merluccius bilinearis","silver hake",35,955,""
"BOF2014001",1,640,"Zoarces americanus","ocean pout",4,1040,""
"BOF2014001",1,304,"Triglops murrayi","moustache sculpin",2,43,""
"BOF2014001",1,,"Doryteuthis pealeii","longfin inshore squid",134,4375,""
"BOF2014001",1,2212,"Pandalus montagui","Montague shrimp",1758,8440,""
"BOF2014001",1,2550,"Homarus americanus","American lobster",210,75837,""
"BOF2014001",1,62,"Alosa pseudoharengus","alewife",5,868,""
"BOF2014001",1,10,"Gadus morhua","Atlantic cod",1,150,""
"BOF2014001",1,340,"Aspidophoroides monopterygius","Atlantic alligatorfish",2,10,""
"BOF2014001",1,40,"Hippoglossoides platessoides","American plaice",2,19,""
"BOF2014001",1,143,"Scophthalmus aquosus","windowpane flounder",2,80,""
"BOF2014001",1,63,"Osmerus mordax","smelt",1,21,""
"BOF2014001",1,11,"Melanogrammus aeglefinus","haddock",1,6,""
"BOF2014001",1,13,"Urophycis chuss","red hake",5,168,""
"BOF2014001",1,2211,"Pandalus borealis","northern shrimp",5,74,""
"BOF2014001",1,4321,"Placopecten magellanicus","deep sea scallop",4,22,""
"BOF2014001",1,8010,"Aurelia aurita","moon jelly",17,774,""
"BOF2014001",1,6411,"Strongylocentrotus droebachiensis","green sea urchin",166,3118,""
"BOF2014001",2,2550,"Homarus americanus","American lobster",28,21544,""
"BOF2014001",2,2513,"Cancer irroratus","rock crab",32,4493,""
"BOF2014001",2,4321,"Placopecten magellanicus","deep sea scallop",64,1111,""
"BOF2014001",2,6211,"Ophiopholis aculeata","daisy brittle star",812000,406000,""
"BOF2014001",2,6115,"Ctenodiscus crispatus","mud star",5829,48090,""
"BOF2014001",2,14,"Merluccius bilinearis","silver hake",57,1813,""
"BOF2014001",2,43,"Pseudopleuronectes americanus","winter flounder",135,22524,""
"BOF2014001",2,40,"Hippoglossoides platessoides","American plaice",64,4036,""
"BOF2014001",2,204,"Leucoraja ocellata","winter skate",1,694,""
"BOF2014001",2,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",6,954,""
"BOF2014001",2,143,"Scophthalmus aquosus","windowpane flounder",5,383,""
"BOF2014001",2,640,"Zoarces americanus","ocean pout",1,205,""
"BOF2014001",2,701,"Peprilus triacanthus","butterfish ",2,77,""
"BOF2014001",2,41,"Glyptocephalus cynoglossus","witch flounder",2,15,""
"BOF2014001",2,,"Asterias vulgaris","northern sea star",1,26,""
"BOF2014001",2,4522,"Semirossia tenera","lesser bobtail squid",1,9,""
"BOF2014001",2,400,"Lophius americanus","monkfish",1,45,""
"BOF2014001",2,3200,"Aphrodita aculeata","sea mouse",2,14,""
"BOF2014001",2,6611,"Cucumaria frondosa","orange-footed sea cucumber",1,15,""
"BOF2014001",2,4317,"Spisula solidissima","surf clam",3,12,""
"BOF2014001",3,2550,"Homarus americanus","American lobster",146,116082,""
"BOF2014001",3,2513,"Cancer irroratus","rock crab",2,420,""
"BOF2014001",3,60,"Clupea harengus","herring",12,724,""
"BOF2014001",3,340,"Aspidophoroides monopterygius","Atlantic alligatorfish",3,8,""
"BOF2014001",3,8010,"Aurelia aurita","moon jelly",3,144,""
"BOF2014001",3,4338,"Astarte castanea","chestnut astarte",1,18,""
"BOF2014001",3,63,"Osmerus mordax","smelt",1,22,""
"BOF2014001",3,283,"Sebastes fasciatus","redfish ",1,2,""
"BOF2014001",3,701,"Peprilus triacanthus","butterfish ",3,233,""
"BOF2014001",3,13,"Urophycis chuss","red hake",6,234,""
"BOF2014001",3,10,"Gadus morhua","Atlantic cod",1,1319,""
"BOF2014001",3,320,"Hemitripterus americanus","sea raven",3,3203,""
"BOF2014001",3,630,"Cryptacanthodes maculatus","wrymouth",1,183,""
"BOF2014001",3,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",22,2577,""
"BOF2014001",3,,"Doryteuthis pealeii","longfin inshore squid",15,680,""
"BOF2014001",3,2212,"Pandalus montagui","Montague shrimp",3315,13729,""
"BOF2014001",3,43,"Pseudopleuronectes americanus","winter flounder",9,5959,""
"BOF2014001",3,14,"Merluccius bilinearis","silver hake",55,2083,""
"BOF2014001",3,114,"Enchelyopus cimbrius","fourbeard rockling",22,1032,""
"BOF2014001",3,11,"Melanogrammus aeglefinus","haddock",3,303,""
"BOF2014001",4,11,"Melanogrammus aeglefinus","haddock",203,31279,""
"BOF2014001",4,43,"Pseudopleuronectes americanus","winter flounder",59,3573,""
"BOF2014001",4,201,"Amblyraja radiata","thorny skate",1,254,""
"BOF2014001",4,203,"Leucoraja erinacea","little skate",5,2033,""
"BOF2014001",4,13,"Urophycis chuss","red hake",85,4451,""
"BOF2014001",4,2211,"Pandalus borealis","northern shrimp",1,8,""
"BOF2014001",4,2212,"Pandalus montagui","Montague shrimp",27,87,""
"BOF2014001",4,2550,"Homarus americanus","American lobster",5,8263,""
"BOF2014001",4,2513,"Cancer irroratus","rock crab",2,436,""
"BOF2014001",4,6411,"Strongylocentrotus droebachiensis","green sea urchin",26,584,""
"BOF2014001",4,4321,"Placopecten magellanicus","deep sea scallop",4,38,""
"BOF2014001",4,320,"Hemitripterus americanus","sea raven",1,760,""
"BOF2014001",4,8010,"Aurelia aurita","moon jelly",45,2938,""
"BOF2014001",4,6611,"Cucumaria frondosa","orange-footed sea cucumber",1,47,""
"BOF2014001",4,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",18,1213,""
"BOF2014001",4,14,"Merluccius bilinearis","silver hake",10,334,""
"BOF2014001",4,143,"Scophthalmus aquosus","windowpane flounder",2,117,""
"BOF2014001",4,,"Styela montereyensis","stalked tunicate",4,61,""
"BOF2014001",5,2212,"Pandalus montagui","Montague shrimp",324,2718,""
"BOF2014001",5,43,"Pseudopleuronectes americanus","winter flounder",58,9676,""
"BOF2014001",5,60,"Clupea harengus","herring",36,1369,""
"BOF2014001",5,62,"Alosa pseudoharengus","alewife",41,3510,""
"BOF2014001",5,4321,"Placopecten magellanicus","deep sea scallop",7,122,""
"BOF2014001",5,2550,"Homarus americanus","American lobster",16,17536,""
"BOF2014001",5,2513,"Cancer irroratus","rock crab",8,762,""
"BOF2014001",5,41,"Glyptocephalus cynoglossus","witch flounder",2,18,""
"BOF2014001",5,701,"Peprilus triacanthus","butterfish ",3,124,""
"BOF2014001",5,,"Doryteuthis pealeii","longfin inshore squid",2,28,""
"BOF2014001",5,40,"Hippoglossoides platessoides","American plaice",11,128,""
"BOF2014001",5,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,452,""
"BOF2014001",5,6115,"Ctenodiscus crispatus","mud star",16,100,""
"BOF2014001",5,8010,"Aurelia aurita","moon jelly",3,256,""
"BOF2014001",6,30,"Hippoglossus hippoglossus","Atlantic halibut",1,2779,""
"BOF2014001",6,2550,"Homarus americanus","American lobster",44,15978,""
"BOF2014001",6,2513,"Cancer irroratus","rock crab",4,290,""
"BOF2014001",6,43,"Pseudopleuronectes americanus","winter flounder",7,694,""
"BOF2014001",6,62,"Alosa pseudoharengus","alewife",1,177,""
"BOF2014001",6,701,"Peprilus triacanthus","butterfish ",1,58,""
"BOF2014001",6,40,"Hippoglossoides platessoides","American plaice",5,24,""
"BOF2014001",6,,"Doryteuthis pealeii","longfin inshore squid",5,119,""
"BOF2014001",6,8010,"Aurelia aurita","moon jelly",2,221,""
"BOF2014001",6,14,"Merluccius bilinearis","silver hake",186,6106,""
"BOF2014001",6,2212,"Pandalus montagui","Montague shrimp",1115,992,""
"BOF2014001",6,11,"Melanogrammus aeglefinus","haddock",115,12109,""
"BOF2014001",6,60,"Clupea harengus","herring",378,32995,""
"BOF2014001",7,501,"Cyclopterus lumpus","lumpfish",1,219,""
"BOF2014001",7,30,"Hippoglossus hippoglossus","Atlantic halibut",1,185,""
"BOF2014001",7,8010,"Aurelia aurita","moon jelly",79,11985,""
"BOF2014001",7,62,"Alosa pseudoharengus","alewife",40,1537,""
"BOF2014001",7,14,"Merluccius bilinearis","silver hake",19,798,""
"BOF2014001",7,43,"Pseudopleuronectes americanus","winter flounder",34,1134,""
"BOF2014001",7,60,"Clupea harengus","herring",2,44,""
"BOF2014001",7,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",2,172,""
"BOF2014001",7,320,"Hemitripterus americanus","sea raven",1,108,""
"BOF2014001",7,,"Doryteuthis pealeii","longfin inshore squid",2,108,""
"BOF2014001",7,11,"Melanogrammus aeglefinus","haddock",1,4,""
"BOF2014001",7,2550,"Homarus americanus","American lobster",34,15674,""
"BOF2014001",7,2513,"Cancer irroratus","rock crab",3,576,""
"BOF2014001",7,4321,"Placopecten magellanicus","deep sea scallop",6,135,""
"BOF2014001",7,6411,"Strongylocentrotus droebachiensis","green sea urchin",18,672,""
"BOF2014001",7,6611,"Cucumaria frondosa","orange-footed sea cucumber",5,873,""
"BOF2014001",7,2212,"Pandalus montagui","Montague shrimp",5,14,""
"BOF2014001",8,43,"Pseudopleuronectes americanus","winter flounder",53,2953,""
"BOF2014001",8,13,"Urophycis chuss","red hake",24,1417,""
"BOF2014001",8,14,"Merluccius bilinearis","silver hake",49,3103,""
"BOF2014001",8,62,"Alosa pseudoharengus","alewife",7,548,""
"BOF2014001",8,8010,"Aurelia aurita","moon jelly",55,3862,""
"BOF2014001",8,2550,"Homarus americanus","American lobster",28,23506,""
"BOF2014001",8,2513,"Cancer irroratus","rock crab",9,1386,""
"BOF2014001",8,4321,"Placopecten magellanicus","deep sea scallop",19,887,""
"BOF2014001",8,4317,"Spisula solidissima","surf clam",21,223,""
"BOF2014001",8,4342,"Clinocardium ciliatum","Iceland cockle",10,77,""
"BOF2014001",8,60,"Clupea harengus","herring",1,34,""
"BOF2014001",8,40,"Hippoglossoides platessoides","American plaice",3,39,""
"BOF2014001",8,143,"Scophthalmus aquosus","windowpane flounder",2,219,""
"BOF2014001",8,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,36,""
"BOF2014001",8,2212,"Pandalus montagui","Montague shrimp",6,22,""
"BOF2014001",9,2550,"Homarus americanus","American lobster",267,159797,""
"BOF2014001",9,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",35,3143,""
"BOF2014001",9,2513,"Cancer irroratus","rock crab",9,967,""
"BOF2014001",9,63,"Osmerus mordax","smelt",16,448,""
"BOF2014001",9,11,"Melanogrammus aeglefinus","haddock",6,26,""
"BOF2014001",9,60,"Clupea harengus","herring",5,101,""
"BOF2014001",9,,"Doryteuthis pealeii","longfin inshore squid",6,175,""
"BOF2014001",9,4321,"Placopecten magellanicus","deep sea scallop",3,160,""
"BOF2014001",9,4317,"Spisula solidissima","surf clam",30,533,""
"BOF2014001",9,2211,"Pandalus borealis","northern shrimp",1,16,""
"BOF2014001",9,2212,"Pandalus montagui","Montague shrimp",2,20,""
"BOF2014001",9,4342,"Clinocardium ciliatum","Iceland cockle",1,6,""
"BOF2014001",9,6115,"Ctenodiscus crispatus","mud star",1,11,""
"BOF2014001",9,8010,"Aurelia aurita","moon jelly",15,1429,""
"BOF2014001",9,630,"Cryptacanthodes maculatus","wrymouth",1,73,""
"BOF2014001",9,501,"Cyclopterus lumpus","lumpfish",1,439,""
"BOF2014001",9,43,"Pseudopleuronectes americanus","winter flounder",362,20598,""
"BOF2014001",9,62,"Alosa pseudoharengus","alewife",28,218,""
"BOF2014001",9,14,"Merluccius bilinearis","silver hake",427,27294,""
"BOF2014001",9,701,"Peprilus triacanthus","butterfish ",12,962,""
"BOF2014001",9,143,"Scophthalmus aquosus","windowpane flounder",23,1866,""
"BOF2014001",9,13,"Urophycis chuss","red hake",19,608,""
"BOF2014001",10,2550,"Homarus americanus","American lobster",21,8671,""
"BOF2014001",10,2513,"Cancer irroratus","rock crab",3,353,""
"BOF2014001",10,6411,"Strongylocentrotus droebachiensis","green sea urchin",13,415,""
"BOF2014001",10,11,"Melanogrammus aeglefinus","haddock",8,139,""
"BOF2014001",10,,"Doryteuthis pealeii","longfin inshore squid",3,109,""
"BOF2014001",10,2417,"Crangon septemspinosa","sand shrimp",2,8,""
"BOF2014001",10,6611,"Cucumaria frondosa","orange-footed sea cucumber",4,750,""
"BOF2014001",10,501,"Cyclopterus lumpus","lumpfish",3,570,""
"BOF2014001",10,62,"Alosa pseudoharengus","alewife",61,2603,""
"BOF2014001",10,14,"Merluccius bilinearis","silver hake",20,913,""
"BOF2014001",10,43,"Pseudopleuronectes americanus","winter flounder",12,363,""
"BOF2014001",10,303,"Myoxocephalus aenaeus","little sculpin",1,67,""
"BOF2014001",10,2212,"Pandalus montagui","Montague shrimp",12,30,""
"BOF2014001",11,4321,"Placopecten magellanicus","deep sea scallop",2,7,""
"BOF2014001",11,4323,"Mercenaria mercenaria","quahog",8,116,""
"BOF2014001",11,,"Styela montereyensis","stalked tunicate",4,180,""
"BOF2014001",11,,"Asterias vulgaris","northern sea star",6,430,""
"BOF2014001",11,2513,"Cancer irroratus","rock crab",1,120,""
"BOF2014001",11,6411,"Strongylocentrotus droebachiensis","green sea urchin",8,182,""
"BOF2014001",11,2211,"Pandalus borealis","northern shrimp",10,114,""
"BOF2014001",11,,"Doryteuthis pealeii","longfin inshore squid",1,48,""
"BOF2014001",11,62,"Alosa pseudoharengus","alewife",10,647,""
"BOF2014001",11,60,"Clupea harengus","herring",1,27,""
"BOF2014001",11,63,"Osmerus mordax","smelt",4,134,""
"BOF2014001",11,16,"Pollachius virens ","pollock",1,13,""
"BOF2014001",11,11,"Melanogrammus aeglefinus","haddock",2,19,""
"BOF2014001",11,40,"Hippoglossoides platessoides","American plaice",4,79,""
"BOF2014001",11,2417,"Crangon septemspinosa","sand shrimp",1,3,""
"BOF2014001",11,2212,"Pandalus montagui","Montague shrimp",118,414,""
"BOF2014001",11,8010,"Aurelia aurita","moon jelly",5,111,""
"BOF2014001",11,501,"Cyclopterus lumpus","lumpfish",1,165,""
"BOF2014001",11,43,"Pseudopleuronectes americanus","winter flounder",419,19079,""
"BOF2014001",11,701,"Peprilus triacanthus","butterfish ",24,1311,""
"BOF2014001",11,143,"Scophthalmus aquosus","windowpane flounder",19,1112,""
"BOF2014001",11,14,"Merluccius bilinearis","silver hake",268,16369,""
"BOF2014001",11,13,"Urophycis chuss","red hake",45,1649,""
"BOF2014001",11,2550,"Homarus americanus","American lobster",480,320582,""
"BOF2014001",11,2513,"Cancer irroratus","rock crab",8,950,""
"BOF2014001",11,2511,"Cancer borealis","Jonah crab",2,199,""
"BOF2014001",11,4321,"Placopecten magellanicus","deep sea scallop",29,1234,""
"BOF2014001",11,70,"Scomber scombrus","mackerel",1,260,""
"BOF2014001",11,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",22,2044,""
"BOF2014001",11,,"Doryteuthis pealeii","longfin inshore squid",5,228,""
"BOF2014001",12,2550,"Homarus americanus","American lobster",11,7087,""
"BOF2014001",12,2513,"Cancer irroratus","rock crab",3,353,""
"BOF2014001",12,4321,"Placopecten magellanicus","deep sea scallop",6,228,""
"BOF2014001",12,6611,"Cucumaria frondosa","orange-footed sea cucumber",2,622,""
"BOF2014001",12,2417,"Crangon septemspinosa","sand shrimp",5,21,""
"BOF2014001",12,12,"Urophycis tenuis","white hake",2,197,""
"BOF2014001",12,701,"Peprilus triacanthus","butterfish ",2,87,""
"BOF2014001",12,60,"Clupea harengus","herring",1,39,""
"BOF2014001",12,4323,"Mercenaria mercenaria","quahog",1,4,""
"BOF2014001",12,2212,"Pandalus montagui","Montague shrimp",1,4,""
"BOF2014001",12,13,"Urophycis chuss","red hake",11,429,""
"BOF2014001",12,43,"Pseudopleuronectes americanus","winter flounder",63,2498,""
"BOF2014001",12,62,"Alosa pseudoharengus","alewife",34,2374,""
"BOF2013001",13,11,"Melanogrammus aeglefinus","haddock",1,38,""
"BOF2013001",13,11,"Melanogrammus aeglefinus","haddock",1,24,""
"BOF2013001",13,14,"Merluccius bilinearis","silver hake",1062,70137,""
"BOF2013001",13,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",14,3363,""
"BOF2013001",13,2211,"Pandalus borealis","northern shrimp",2,36,""
"BOF2013001",13,2212,"Pandalus montagui","Montague shrimp",110,638,""
"BOF2013001",13,701,"Peprilus triacanthus","butterfish ",1,129,""
"BOF2013001",13,4321,"Placopecten magellanicus","deep sea scallop",4,14,""
"BOF2013001",13,43,"Pseudopleuronectes americanus","winter flounder",77,14697,""
"BOF2013001",13,,"Rajella bathyphilus","deepwater ray",4,164,""
"BOF2013001",13,283,"Sebastes fasciatus","Acadian redfish",3,377,""
"BOF2013001",13,8613,"Suberites ficus","fig sponge",1,70,""
"BOF2013001",13,304,"Triglops murrayi","moustache sculpin",1,2,""
"BOF2013001",13,13,"Urophycis chuss","red hake",61,5350,""
"BOF2013001",13,12,"Urophycis tenuis","white hake",10,2612,""
"BOF2013001",14,62,"Alosa pseudoharengus","alewife",3,309,""
"BOF2013001",14,61,"Alosa sapidissima","shad",1,150,""
"BOF2013001",14,2513,"Cancer irroratus","rock crab",3,194,""
"BOF2013001",14,60,"Clupea harengus","herring",1,50,""
"BOF2013001",14,2550,"Homarus americanus","American lobster",41,32282,""
"BOF2013001",14,,"Doryteuthis pealeii","longfin inshore squid",2,145,""
"BOF2013001",14,11,"Melanogrammus aeglefinus","haddock",23,958,""
"BOF2013001",14,14,"Merluccius bilinearis","silver hake",156,10603,""
"BOF2013001",14,2212,"Pandalus montagui","Montague shrimp",1,4,""
"BOF2013001",14,701,"Peprilus triacanthus","butterfish ",20,1512,""
"BOF2013001",14,4321,"Placopecten magellanicus","deep sea scallop",29,1056,""
"BOF2013001",14,43,"Pseudopleuronectes americanus","winter flounder",450,18922,""
"BOF2013001",14,143,"Scophthalmus aquosus","windowpane flounder",1,42,""
"BOF2013001",14,4317,"Spisula solidissima","surf clam",4,99,""
"BOF2013001",14,6411,"Strongylocentrotus droebachiensis","green sea urchin",3,16,""
"BOF2013001",14,8613,"Suberites ficus","fig sponge",8,500,""
"BOF2013001",14,13,"Urophycis chuss","red hake",2,181,""
"BOF2013001",14,12,"Urophycis tenuis","white hake",23,1305,""
"BOF2013001",15,62,"Alosa pseudoharengus","alewife",9,574,""
"BOF2013001",15,2513,"Cancer irroratus","rock crab",1,72,""
"BOF2013001",15,60,"Clupea harengus","herring",6,316,""
"BOF2013001",15,2417,"Crangon septemspinosa","sand shrimp",1,4,""
"BOF2013001",15,2550,"Homarus americanus","American lobster",127,112546,""
"BOF2013001",15,,"Doryteuthis pealeii","longfin inshore squid",14,1074,""
"BOF2013001",15,11,"Melanogrammus aeglefinus","haddock",6,178,""
"BOF2013001",15,14,"Merluccius bilinearis","silver hake",226,9602,""
"BOF2013001",15,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",2,540,""
"BOF2013001",15,2211,"Pandalus borealis","northern shrimp",1,16,""
"BOF2013001",15,2212,"Pandalus montagui","Montague shrimp",2,2,""
"BOF2013001",15,701,"Peprilus triacanthus","butterfish ",45,3367,""
"BOF2013001",15,4321,"Placopecten magellanicus","deep sea scallop",50,798,""
"BOF2013001",15,43,"Pseudopleuronectes americanus","winter flounder",230,12223,""
"BOF2013001",15,143,"Scophthalmus aquosus","windowpane flounder",12,664,""
"BOF2013001",15,4317,"Spisula solidissima","surf clam",5,74,""
"BOF2013001",15,8613,"Suberites ficus","fig sponge",12,740,""
"BOF2013001",15,13,"Urophycis chuss","red hake",5,366,""
"BOF2013001",15,12,"Urophycis tenuis","white hake",18,956,""
"BOF2013001",15,640,"Zoarces americanus","ocean pout",1,58,""
"BOF2013001",16,201,"Amblyraja radiata","thorny skate",1,332,""
"BOF2013001",16,3200,"Aphrodita aculeata","sea mouse",1,12,""
"BOF2013001",16,340,"Aspidophoroides monopterygius","Atlantic alligatorfish",2,6,""
"BOF2013001",16,,"Ciona intestinalis","sea vase",1,2,""
"BOF2013001",16,6611,"Cucumaria frondosa","orange-footed sea cucumber",1,5,""
"BOF2013001",16,114,"Enchelyopus cimbrius","fourbeard rockling",9,589,""
"BOF2013001",16,320,"Hemitripterus americanus","sea raven",2,1494,""
"BOF2013001",16,2550,"Homarus americanus","American lobster",203,146143,""
"BOF2013001",16,2527,"Hyas araneus","Atlantic lyre crab",2,28,""
"BOF2013001",16,,"Doryteuthis pealeii","longfin inshore squid",1,77,""
"BOF2013001",16,,"Lepiodonotus squamatus","scale worm",2,30,""
"BOF2013001",16,11,"Melanogrammus aeglefinus","haddock",2,104,""
"BOF2013001",16,14,"Merluccius bilinearis","silver hake",1365,106505,""
"BOF2013001",16,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",21,3913,""
"BOF2013001",16,2211,"Pandalus borealis","northern shrimp",1,8,""
"BOF2013001",16,2212,"Pandalus montagui","Montague shrimp",239,1340,""
"BOF2013001",16,4321,"Placopecten magellanicus","deep sea scallop",274,896,""
"BOF2013001",16,43,"Pseudopleuronectes americanus","winter flounder",127,19124,""
"BOF2013001",16,,"Rajella bathyphilus","deepwater ray",2,391,""
"BOF2014001",12,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,330,""
"BOF2014001",12,14,"Merluccius bilinearis","silver hake",195,10546,""
"BOF2014001",13,2550,"Homarus americanus","American lobster",49,55529,""
"BOF2014001",13,2513,"Cancer irroratus","rock crab",1,396,""
"BOF2014001",13,2511,"Cancer borealis","Jonah crab",1,118,""
"BOF2014001",13,4321,"Placopecten magellanicus","deep sea scallop",8,426,""
"BOF2014001",13,4323,"Mercenaria mercenaria","quahog",13,182,""
"BOF2014001",13,4342,"Clinocardium ciliatum","Iceland cockle",1,0.5,""
"BOF2014001",13,,"Styela montereyensis","stalked tunicate",5,88,""
"BOF2014001",13,203,"Leucoraja erinacea","little skate",1,728,""
"BOF2014001",13,63,"Osmerus mordax","smelt",2,48,""
"BOF2014001",13,62,"Alosa pseudoharengus","alewife",6,254,""
"BOF2014001",13,143,"Scophthalmus aquosus","windowpane flounder",5,219,""
"BOF2014001",13,13,"Urophycis chuss","red hake",11,597,""
"BOF2014001",13,,"Doryteuthis pealeii","longfin inshore squid",3,123,""
"BOF2014001",13,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",2,176,""
"BOF2014001",13,701,"Peprilus triacanthus","butterfish ",1,71,""
"BOF2014001",13,,"Asterias vulgaris","northern sea star",4,193,""
"BOF2014001",13,2417,"Crangon septemspinosa","sand shrimp",4,12,""
"BOF2014001",13,14,"Merluccius bilinearis","silver hake",90,4495,""
"BOF2014001",13,60,"Clupea harengus","herring",356,8279,""
"BOF2014001",13,43,"Pseudopleuronectes americanus","winter flounder",215,7998,""
"BOF2014001",14,6611,"Cucumaria frondosa","orange-footed sea cucumber",38,9732,""
"BOF2014001",14,2550,"Homarus americanus","American lobster",292,63113,""
"BOF2014001",14,2513,"Cancer irroratus","rock crab",2,197,""
"BOF2014001",14,6411,"Strongylocentrotus droebachiensis","green sea urchin",52,1159,""
"BOF2014001",14,2527,"Hyas araneus","Atlantic lyre crab",1,4,""
"BOF2014001",14,2212,"Pandalus montagui","Montague shrimp",53,191,""
"BOF2014001",14,,"Asterias vulgaris","northern sea star",2,74,""
"BOF2014001",14,70,"Scomber scombrus","mackerel",2,416,""
"BOF2014001",14,,"Doryteuthis pealeii","longfin inshore squid",1,100,""
"BOF2014001",14,63,"Osmerus mordax","smelt",4,236,""
"BOF2014001",14,62,"Alosa pseudoharengus","alewife",1,25,""
"BOF2014001",14,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",2,109,""
